Date/Time,Open,Close,High,Low,Volume,WAP,Count
2016-02-05 20:08:25,49.62,49.63,49.63,49.62,37,49.63,20
2016-02-05 20:08:30,49.64,49.65,49.65,49.64,14,49.64,12
2016-02-05 20:08:35,49.64,49.64,49.65,49.63,210,49.64,126
2016-02-05 20:08:40,49.63,49.65,49.65,49.63,86,49.64,49
2016-02-05 20:08:45,49.64,49.65,49.65,49.64,25,49.64,9
2016-02-05 20:08:50,49.65,49.63,49.65,49.62,284,49.65,131
2016-02-05 20:08:55,49.62,49.63,49.63,49.62,40,49.63,6
2016-02-05 20:09:00,49.63,49.62,49.63,49.62,2,49.63,2
2016-02-05 20:09:05,49.62,49.63,49.63,49.62,12,49.62,10
2016-02-05 20:09:10,49.63,49.64,49.64,49.62,170,49.63,95
2016-02-05 20:09:15,49.64,49.64,49.65,49.63,33,49.64,24
2016-02-05 20:09:20,49.65,49.65,49.66,49.64,278,49.65,134
2016-02-05 20:09:25,49.64,49.65,49.65,49.64,35,49.65,13
2016-02-05 20:09:30,49.64,49.64,49.65,49.63,235,49.64,129
2016-02-05 20:09:35,49.64,49.62,49.64,49.61,233,49.63,126
2016-02-05 20:09:40,49.62,49.63,49.63,49.61,46,49.62,32
2016-02-05 20:09:45,49.63,49.65,49.65,49.63,62,49.65,18
2016-02-05 20:09:50,49.65,49.64,49.66,49.64,403,49.65,191
2016-02-05 20:09:55,49.65,49.64,49.65,49.64,58,49.64,45
2016-02-05 20:10:00,49.64,49.64,49.64,49.63,27,49.64,20
2016-02-05 20:10:05,49.64,49.65,49.65,49.63,59,49.64,40
2016-02-05 20:10:10,49.65,49.66,49.66,49.64,287,49.65,138
2016-02-05 20:10:15,49.65,49.66,49.67,49.65,412,49.66,190
2016-02-05 20:10:20,49.66,49.66,49.66,49.65,208,49.66,98
2016-02-05 20:10:25,49.66,49.64,49.66,49.64,275,49.65,161
2016-02-05 20:10:30,49.64,49.65,49.65,49.64,102,49.65,78
2016-02-05 20:10:35,49.65,49.65,49.65,49.64,52,49.65,34
2016-02-05 20:10:40,49.64,49.63,49.65,49.63,188,49.64,128
2016-02-05 20:10:45,49.64,49.63,49.64,49.63,37,49.63,31
2016-02-05 20:10:50,49.63,49.64,49.65,49.63,129,49.64,76
2016-02-05 20:10:55,49.64,49.64,49.65,49.63,72,49.64,47
2016-02-05 20:11:00,49.65,49.64,49.65,49.64,187,49.64,76
2016-02-05 20:11:05,49.64,49.66,49.66,49.63,233,49.65,139
2016-02-05 20:11:10,49.66,49.66,49.67,49.63,260,49.66,160
2016-02-05 20:11:15,49.67,49.67,49.67,49.66,43,49.66,22
2016-02-05 20:11:20,49.67,49.69,49.69,49.66,157,49.68,76
2016-02-05 20:11:25,49.69,49.68,49.69,49.67,46,49.68,24
